qa-automation-01@apriori.com,qa-automation-01,admin
qa-automation-02@apriori.com,qa-automation-02,admin
qa-automation-03@apriori.com,qa-automation-03,common
qa-automation-04@apriori.com,qa-automation-04,common
qa-automation-06@apriori.com,qa-automation-05,admin
qa-automation-07@apriori.com,qa-automation-06,admin
qa-automation-08@apriori.com,qa-automation-07,admin
qa-automation-05@apriori.com,qa-automation-08,common
qa-automation-09@apriori.com,qa-automation-09,common
qa-automation-10@apriori.com,qa-automation-10,admin
qa-automation-11@apriori.com,qa-automation-11,admin
qa-automation-12@apriori.com,qa-automation-12,admin
